Index,0 [STRING] [0x0],1 [BYTE] [0x8],2 [STRING] [0x4],3 [BYTE] [0x9],4 [BYTE] [0xA],5 [BYTE] [0xB],6 [BYTE] [0xC],7 [BYTE] [0xD]
2090,"第五大队医护兵",0,"",0,0,1,0,0
2091,"刺羽",0,"",0,0,1,0,0
2092,"魔导死神",0,"",0,0,1,0,0
2093,"第五大队副官",0,"",0,0,1,0,0
2094,"魔导结界发生器",0,"",0,0,1,0,0
2095,"琥珀宝石兽",0,"",0,0,1,0,0
2096,"虚无裂痕",0,"",0,0,1,0,0
2097,"虚无界之门",0,"",0,0,1,0,0
2098,"孤高的卡扎古·春",0,"",0,0,1,0,0
2099,"乐观的德佐尔·梅罗克",0,"",0,0,1,0,0
2100,"巴巴妥司",0,"",0,0,1,0,0
2101,"虚无灯火",0,"",0,0,1,0,0
2102,"暗黑离子电",0,"",0,0,1,0,0
2103,"虚无号手",0,"",0,0,1,0,0
2104,"红莲之楔",0,"",0,0,1,0,0
2105,"第八大队剑斗士",0,"",0,0,1,0,0
2106,"第八大队绳斗士",0,"",0,0,1,0,0
2107,"第八大队骑士",0,"",0,0,1,0,0
2108,"第八大队拳斗士",0,"",0,0,1,0,0
2109,"第八大队旗手",0,"",0,0,1,0,0
2110,"第八大队弓斗士",0,"",0,0,1,0,0
2111,"第八大队医护兵",0,"",0,0,1,0,0
2112,"第八大队十夫长",0,"",0,0,1,0,0
2113,"帝国战犬",0,"",0,0,1,0,0
2114,"第八大队百夫长",0,"",0,0,1,0,0
2115,"43式迫击炮",0,"",0,0,1,0,0
2116,"魔导先锋强袭型",0,"",0,0,1,0,0
2117,"魔导巨兵改",0,"",0,0,1,0,0
2118,"莉维亚·萨斯·尤尼乌斯",0,"",0,0,1,0,0
2119,"第七大队绳斗士",0,"",0,0,1,0,0
2120,"第七大队骑士",0,"",0,0,1,0,0
2121,"魔导死亡爪",0,"",0,0,1,0,0
2122,"第七大队兵长",0,"",0,0,1,0,0
2123,"第八大队剑斗士",0,"",0,0,1,0,0
2124,"第八大队绳斗士",0,"",0,0,1,0,0
2125,"第八大队骑士",0,"",0,0,1,0,0
2126,"第八大队拳斗士",0,"",0,0,1,0,0
2127,"第八大队旗手",0,"",0,0,1,0,0
2128,"第八大队弓斗士",0,"",0,0,1,0,0
2129,"第八大队医护兵",0,"",0,0,1,0,0
2130,"第八大队第一百夫长",0,"",0,0,1,0,0
2131,"超硬陶瓷合金隔离墙",0,"",0,0,1,0,0
2132,"超硬陶瓷合金防爆墙",0,"",0,0,1,0,0
2133,"究极神兵原型机械臂",0,"",0,0,1,0,0
2134,"魔导巨兵二型",0,"",0,0,1,0,0
2135,"尼禄·托尔·斯卡艾瓦",0,"",0,0,1,0,0
2136,"盖乌斯·范·巴埃萨",0,"",0,0,1,0,0
2137,"究极神兵",0,"",0,0,1,0,0
2138,"以太爆雷",0,"",0,0,1,0,0
2139,"究极伊弗利特",0,"",0,0,1,0,0
2140,"究极泰坦",0,"",0,0,1,0,0
2141,"究极迦楼罗",0,"",0,0,1,0,0
2142,"魔导浮游炮",0,"",0,0,1,0,0
2143,"无影拉哈布雷亚",0,"",0,0,1,0,0
2144,"维拉尔",0,"",0,0,1,0,0
2145,"不净的魔法阵",0,"",0,0,1,0,0
2146,"先驱者 阿尔卡·佐尔卡",0,"",0,0,1,0,0
2147,"航海者 阿尔卡·佐尔卡",0,"",0,0,1,0,0
2148,"贝利亚斯之灵",0,"",0,0,1,0,0
2149,"鸟人击杀剑士",0,"",0,0,1,0,0
2150,"",0,"",0,0,0,0,0
2151,"",0,"",0,0,0,0,0
2152,"背叛之魂",0,"",0,0,1,0,0
2153,"虚空淤泥",0,"",0,0,1,0,0
2154,"偏属性水晶",0,"",0,0,1,0,0
2155,"蜥蜴人戟兵",0,"",0,0,1,0,0
2156,"毛丝栗鼠",0,"",0,0,1,0,0
2157,"凝血巨蝇",0,"",0,0,1,0,0
2158,"第七大队拳斗士",0,"",0,0,1,0,0
2159,"第七大队副官",0,"",0,0,1,0,0
2160,"里塔提恩·萨斯·阿维纳",0,"",0,0,1,0,0
2161,"海德拉",0,"",0,0,1,0,0
2162,"死化奇美拉",0,"",0,0,1,0,0
2163,"豪爽枪 伯查德",0,"",0,0,1,0,0
2164,"埋枝村的商人",0,"",0,0,1,0,0
2165,"鱼人工兵",0,"",0,0,1,0,0
2166,"鱼人斥候",0,"",0,0,1,0,0
2167,"伏尔的鲨鱼牙",0,"",0,0,1,0,0
2168,"四管对龙加农炮",0,"",0,0,1,0,0
2169,"憔悴小奴隶",0,"",0,0,1,0,0
2170,"火焰流",0,"",0,0,1,0,0
2171,"亚拉戈拘束具",0,"",0,0,1,0,0
2172,"圣寇伊纳克财团的搬运工",0,"",0,0,1,0,0
2173,"第三大队副官",0,"",0,0,1,0,0
2174,"恐慌守卫",0,"",0,0,1,0,0
2175,"不知名的法师",0,"",0,0,1,0,0
2176,"美拉西迪亚祸龙",0,"",0,0,1,0,0
2177,"蛇鳞海盗",0,"",0,0,1,0,0
2178,"蛇尾海盗",0,"",0,0,1,0,0
2179,"蛇眼海盗",0,"",0,0,1,0,0
2180,"冬贝利砍杀者",0,"",0,0,1,0,0
2181,"波涛斧 德瑞斯纳古尔",0,"",0,0,1,0,0
2182,"黑衣蔓德拉",0,"",0,0,1,0,0
2183,"海德林",0,"",0,0,1,0,0
2184,"倒计时",0,"",0,0,1,0,0
2185,"葡萄酒港警备团团长",0,"",0,0,1,0,0
2186,"警备团枪术师",0,"",0,0,1,0,0
2187,"肿胀血蚤",0,"",0,0,1,0,0
2188,"浮岩巨像",0,"",0,0,1,0,0
2189,"明亮气球怪",0,"",0,0,1,0,0
2190,"雷火花",0,"",0,0,1,0,0
2191,"沙丘鮟鱇",0,"",0,0,1,0,0
2192,"幼年长须豹",0,"",0,0,1,0,0
2193,"警戒系统",0,"",0,0,1,0,0
2194,"火焰阵",0,"",0,0,1,0,0
2195,"冰结阵",0,"",0,0,1,0,0
2196,"被魅惑的海盗船长",0,"",0,0,1,0,0
2197,"被魅惑的操舵员",0,"",0,0,1,0,0
2198,"被魅惑的甲板员",0,"",0,0,1,0,0
2199,"被魅惑的领航员",0,"",0,0,1,0,0
2200,"被魅惑的掌帆员",0,"",0,0,1,0,0
2201,"甜美的歌声",0,"",0,0,1,0,0
2202,"精炼枪兵",0,"",0,0,1,0,0
2203,"灵羽",0,"",0,0,1,0,0
2204,"波动弹",0,"",0,0,1,0,0
2205,"魔导装载爪",0,"",0,0,1,0,0
2206,"43式小迫击炮",0,"",0,0,1,0,0
2207,"",0,"",0,0,0,0,0
2208,"隔离墙",0,"",0,0,1,0,0
2209,"结界发生装置",0,"",0,0,1,0,0
2210,"魔力压缩体",0,"",0,0,1,0,0
2211,"黑色召唤师",0,"",0,0,1,0,0
2212,"狂野幼苗",0,"",0,0,1,0,0
2213,"未知的巨兽",0,"",0,0,1,0,0
2214,"混沌尸龙",0,"",0,0,1,0,0
2215,"阿努比斯",0,"",0,0,1,0,0
2216,"雷光",0,"",0,0,1,0,0
2217,"不知所措的商人",0,"",0,0,1,0,0
2218,"吓得发抖的旅人",0,"",0,0,1,0,0
2219,"落荒而逃的市民",0,"",0,0,1,0,0
2220,"巨砖像兵",0,"",0,0,1,0,0
2221,"石砖像兵",0,"",0,0,1,0,0
2222,"金砖像兵",0,"",0,0,1,0,0
2223,"浮尘小魔精",0,"",0,0,1,0,0
2224,"吹雪古菩猩猩",0,"",0,0,1,0,0
2225,"寄生血蚤",0,"",0,0,1,0,0
2226,"迷失黑绵羊",0,"",0,0,1,0,0
2227,"迷失黑牡羊",0,"",0,0,1,0,0
2228,"异端劫匪",0,"",0,0,1,0,0
2229,"魔法劫匪",0,"",0,0,1,0,0
2230,"荒芜劫匪",0,"",0,0,1,0,0
2231,"叫喊者 贝兹尔·辉扎恩",0,"",0,0,1,0,0
2232,"诱拐石像魔",0,"",0,0,1,0,0
2233,"冰霜龙鸟",0,"",0,0,1,0,0
2234,"帝国剑斗士",0,"",0,0,1,0,0
2235,"帝国拳斗士",0,"",0,0,1,0,0
2236,"帝国旗手",0,"",0,0,1,0,0
2237,"魔导包装爪",0,"",0,0,1,0,0
2238,"帝国骑士",0,"",0,0,1,0,0
2239,"银泪眼镜蛇",0,"",0,0,1,0,0
2240,"湖畔夜蟾蜍",0,"",0,0,1,0,0
2241,"违法毒药货箱",0,"",0,0,1,0,0
2242,"追击部队的遗物",0,"",0,0,1,0,0
2243,"飞空艇的残骸",0,"",0,0,1,0,0
2244,"古代亚拉戈的遗物",0,"",0,0,1,0,0
2245,"天狼星水蛭",0,"",0,0,1,0,0
2246,"天狼星陆鱼",0,"",0,0,1,0,0
2247,"天狼星乌菊石",0,"",0,0,1,0,0
2248,"天狼星水龙蜥",0,"",0,0,1,0,0
2249,"腐化粘液怪",0,"",0,0,1,0,0
2250,"腐化元精",0,"",0,0,1,0,0
2251,"游荡之魂",0,"",0,0,1,0,0
2252,"浮灵",0,"",0,0,1,0,0
2253,"腐化软糊怪",0,"",0,0,1,0,0
2254,"腐化小软糊怪",0,"",0,0,1,0,0
2255,"尖叫雕",0,"",0,0,1,0,0
2256,"僵尸水手",0,"",0,0,1,0,0
2257,"僵尸美发师",0,"",0,0,1,0,0
2258,"偏属性以太云",0,"",0,0,1,0,0
2259,"不沉者 西蒙德",0,"",0,0,1,0,0
2260,"被魅惑的军犬",0,"",0,0,1,0,0
2261,"祖",0,"",0,0,1,0,0
2262,"雄性祖雏鸟",0,"",0,0,1,0,0
2263,"雌性祖雏鸟",0,"",0,0,1,0,0
2264,"暴君",0,"",0,0,1,0,0
2265,"塞壬",0,"",0,0,1,0,0
2266,"被魅惑的水兵",0,"",0,0,1,0,0
2267,"祖的蛋",0,"",0,0,1,0,0
2268,"百臂镇地巨人",0,"",0,0,1,0,0
2269,"百臂监震巨人",0,"",0,0,1,0,0
2270,"百臂囤石巨人",0,"",0,0,1,0,0
2271,"百臂碎骨巨人",0,"",0,0,1,0,0
2272,"百臂破壁巨人",0,"",0,0,1,0,0
2273,"百臂裂岩巨人",0,"",0,0,1,0,0
2274,"彷徨亡魂",0,"",0,0,1,0,0
2275,"黄铜矿妖虫",0,"",0,0,1,0,0
2276,"矿井骏鹰",0,"",0,0,1,0,0
2277,"古代乌菊石",0,"",0,0,1,0,0
2278,"脓毒粘液怪",0,"",0,0,1,0,0
2279,"铜铃夜蟾蜍",0,"",0,0,1,0,0
2280,"雷汞弹怪",0,"",0,0,1,0,0
2281,"采矿魔石精",0,"",0,0,1,0,0
2282,"百臂主脑巨人",0,"",0,0,1,0,0
2283,"采掘矿渣怪",0,"",0,0,1,0,0
2284,"百臂撑岩巨人",0,"",0,0,1,0,0
2285,"哥革巨像",0,"",0,0,1,0,0
2286,"比吉",0,"",0,0,1,0,0
2287,"破碎爆弹怪",0,"",0,0,1,0,0
2288,"燃火元精",0,"",0,0,1,0,0
2289,"复仇者 乌拉诺斯",0,"",0,0,1,0,0
2290,"深渊巨虫",0,"",0,0,1,0,0
2291,"顽强的熟练采矿工",0,"",0,0,1,0,0
2292,"被困的采矿工",0,"",0,0,1,0,0
2293,"崩塌岩块",0,"",0,0,1,0,0
2294,"结晶石",0,"",0,0,1,0,0
2295,"碎岩炸弹",0,"",0,0,1,0,0
2296,"赞拉克弓箭手",0,"",0,0,1,0,0
2297,"赞拉克枪术师",0,"",0,0,1,0,0
2298,"蜥蜴人烈火卫",0,"",0,0,1,0,0
2299,"赞拉克战斗火蛟",0,"",0,0,1,0,0
2300,"炎牙破坏者",0,"",0,0,1,0,0
2301,"赞拉克守狱兵",0,"",0,0,1,0,0
2302,"蜥蜴人搬运工",0,"",0,0,1,0,0
2303,"赞拉克预言师",0,"",0,0,1,0,0
2304,"赞拉克护卫",0,"",0,0,1,0,0
2305,"赞拉克新兵",0,"",0,0,1,0,0
2306,"炎牙格斗家",0,"",0,0,1,0,0
2307,"炎牙弓箭手",0,"",0,0,1,0,0
2308,"乌氏的猎人",0,"",0,0,1,0,0
2309,"炎牙枪术师",0,"",0,0,1,0,0
2310,"第三大队先锋",0,"",0,0,1,0,0
2311,"轻笑之妖精",0,"",0,0,1,0,0
2312,"酩酊大醉的妖精",0,"",0,0,1,0,0
2313,"轻笑之森精",0,"",0,0,1,0,0
2314,"毒瑚菌",0,"",0,0,1,0,0
2315,"大号毒瑚菌",0,"",0,0,1,0,0
2316,"特大号毒瑚菌",0,"",0,0,1,0,0
2317,"叹息紫妖精",0,"",0,0,1,0,0
2318,"咆哮紫妖精",0,"",0,0,1,0,0
2319,"嚎叫紫妖精",0,"",0,0,1,0,0
2320,"痛哭之森精",0,"",0,0,1,0,0
2321,"尖笑之森精",0,"",0,0,1,0,0
2322,"妖精领守卫",0,"",0,0,1,0,0
2323,"坚牢树精",0,"",0,0,1,0,0
2324,"究极炸弹",0,"",0,0,1,0,0
2325,"花岗石卫",0,"",0,0,1,0,0
2326,"可爱的陆行鸟？",0,"",0,0,1,0,0
2327,"黑色恶魔",0,"",0,0,1,0,0
2328,"魔法魔石精",0,"",0,0,1,0,0
2329,"雪人",0,"",0,0,1,0,0
2330,"点火小魔精",0,"",0,0,1,0,0
2331,"星芒树精",0,"",0,0,1,0,0
2332,"僵尸绅士",0,"",0,0,1,0,0
2333,"庄园的仆人",0,"",0,0,1,0,0
2334,"庄园的女工",0,"",0,0,1,0,0
2335,"庄园的石像",0,"",0,0,1,0,0
2336,"死亡飞蝇",0,"",0,0,1,0,0
2337,"凝血怪",0,"",0,0,1,0,0
2338,"翻滚魔像",0,"",0,0,1,0,0
2339,"庄园的雕像",0,"",0,0,1,0,0
2340,"庄园的管家",0,"",0,0,1,0,0
2341,"阿修",0,"",0,0,1,0,0
2342,"随从牛头魔",0,"",0,0,1,0,0
2343,"深渊之枪",0,"",0,0,1,0,0
2344,"深渊之镰",0,"",0,0,1,0,0
2345,"深渊铡刀",0,"",0,0,1,0,0
2346,"哈利卡纳苏斯",0,"",0,0,1,0,0
2347,"虚无裂痕",0,"",0,0,1,0,0
2348,"鬼哭队队员",0,"",0,0,1,0,0
2349,"鬼哭队队员",0,"",0,0,1,0,0
2350,"原型装甲",0,"",0,0,1,0,0
2351,"帝国工程师",0,"",0,0,1,0,0
2352,"托托伊玛",0,"",0,0,1,0,0
2353,"致命疣猪",0,"",0,0,1,0,0
2354,"流火印 阿法基·天",0,"",0,0,1,0,0
2355,"激流风 科佐尔·诺莫特尔",0,"",0,0,1,0,0
2356,"水魔鬼 涯尔",0,"",0,0,1,0,0
2357,"第5团高级教士 泽埠",0,"",0,0,1,0,0
2358,"库啵洛·叩普",0,"",0,0,1,0,0
2359,"瑟瑟发抖的莫古力",0,"",0,0,1,0,0
2360,"拉刻维",0,"",0,0,1,0,0
2361,"精炼女猎手",0,"",0,0,1,0,0
2362,"精炼矛妻",0,"",0,0,1,0,0
2363,"精炼强击手",0,"",0,0,1,0,0
2364,"迪露希奥的小弟",0,"",0,0,1,0,0
2365,"迪露希奥的手下",0,"",0,0,1,0,0
2366,"可疑的迪露希奥",0,"",0,0,1,0,0
2367,"卡夫拉",0,"",0,0,1,0,0
2368,"炎牙指挥官",0,"",0,0,1,0,0
2369,"炎牙精英",0,"",0,0,1,0,0
2370,"庄园的杂技师",0,"",0,0,1,0,0
2371,"变成妖异的鬼哭队队员",0,"",0,0,1,0,0
2372,"变成妖异的鬼哭队队员",0,"",0,0,1,0,0
2373,"火焰爆发",0,"",0,0,1,0,0
2374,"新型爆破装置",0,"",0,0,1,0,0
2375,"护领盗龙",0,"",0,0,1,0,0
2376,"护领鹈鹕",0,"",0,0,1,0,0
2377,"首领爆弹怪",0,"",0,0,1,0,0
2378,"护领萤火虫",0,"",0,0,1,0,0
2379,"护领妖火",0,"",0,0,1,0,0
2380,"首领螳螂",0,"",0,0,1,0,0
2381,"首领小恶魔",0,"",0,0,1,0,0
2382,"护领僵尸",0,"",0,0,1,0,0
2383,"护领尸鬼",0,"",0,0,1,0,0
2384,"护领黑狼",0,"",0,0,1,0,0
2385,"护领黑豺",0,"",0,0,1,0,0
2386,"护领猎犬",0,"",0,0,1,0,0
2387,"护领树精",0,"",0,0,1,0,0
2388,"护领球茎",0,"",0,0,1,0,0
2389,"护领矿妖虫",0,"",0,0,1,0,0
2390,"护领魔石精",0,"",0,0,1,0,0
2391,"首领魔菇",0,"",0,0,1,0,0
2392,"护领甲虫",0,"",0,0,1,0,0
2393,"护领魔菇",0,"",0,0,1,0,0
2394,"护领古菩猩猩",0,"",0,0,1,0,0
2395,"护领疣猪",0,"",0,0,1,0,0
2396,"护领蜂鸟",0,"",0,0,1,0,0
2397,"首领牛头魔",0,"",0,0,1,0,0
2398,"护领骏鹰",0,"",0,0,1,0,0
2399,"首领榴弹怪",0,"",0,0,1,0,0
2400,"护领爆弹怪",0,"",0,0,1,0,0
2401,"首领石像魔",0,"",0,0,1,0,0
2402,"首领冥鬼之眼",0,"",0,0,1,0,0
2403,"护领蝙蝠",0,"",0,0,1,0,0
2404,"护领亡魂",0,"",0,0,1,0,0
2405,"护领石壳蟹",0,"",0,0,1,0,0
2406,"护领利螯陆蟹",0,"",0,0,1,0,0
2407,"护领魔蛇鸟",0,"",0,0,1,0,0
2408,"护领鬼鮟鱇",0,"",0,0,1,0,0
2409,"护领水蜥",0,"",0,0,1,0,0
2410,"护领离子电",0,"",0,0,1,0,0
2411,"护领元精",0,"",0,0,1,0,0
2412,"护领果酱怪",0,"",0,0,1,0,0
2413,"护领奶冻怪",0,"",0,0,1,0,0
2414,"护领软糊怪",0,"",0,0,1,0,0
2415,"护领盲头蟹",0,"",0,0,1,0,0
2416,"护领凶蛛蝎",0,"",0,0,1,0,0
2417,"护领矿爬虫",0,"",0,0,1,0,0
2418,"首领夜蟾蜍",0,"",0,0,1,0,0
2419,"首领水牛",0,"",0,0,1,0,0
2420,"首领死亡凝视",0,"",0,0,1,0,0
2421,"护领兀鹫",0,"",0,0,1,0,0
2422,"护领眼镜蛇",0,"",0,0,1,0,0
2423,"护领跳蜥",0,"",0,0,1,0,0
2424,"护领火蛟",0,"",0,0,1,0,0
2425,"首领席兹",0,"",0,0,1,0,0
2426,"护领斧喙魔鸟",0,"",0,0,1,0,0
2427,"护领席兹",0,"",0,0,1,0,0
2428,"护领长须豹幼崽",0,"",0,0,1,0,0
2429,"护领幼年长须豹",0,"",0,0,1,0,0
2430,"护领长须豹",0,"",0,0,1,0,0
2431,"首领碧企鹅",0,"",0,0,1,0,0
2432,"护领海蜂水母",0,"",0,0,1,0,0
2433,"护领雄羚羊",0,"",0,0,1,0,0
2434,"护领森疾龙",0,"",0,0,1,0,0
2435,"护领无头骑士",0,"",0,0,1,0,0
2436,"首领大山羊",0,"",0,0,1,0,0
2437,"护领公山羊",0,"",0,0,1,0,0
2438,"护领母山羊",0,"",0,0,1,0,0
2439,"护领鼹鼠",0,"",0,0,1,0,0
2440,"护领针鼹",0,"",0,0,1,0,0
2441,"护领兔蝓",0,"",0,0,1,0,0
2442,"护领野生巨鳄",0,"",0,0,1,0,0
2443,"护领镜骑士",0,"",0,0,1,0,0
2444,"护领渡渡鸟",0,"",0,0,1,0,0
2445,"护领秃鹰",0,"",0,0,1,0,0
2446,"护领狐蝠",0,"",0,0,1,0,0
2447,"护领飞蝇云",0,"",0,0,1,0,0
2448,"护领栗鼠",0,"",0,0,1,0,0
2449,"护领祸蛛蝎",0,"",0,0,1,0,0
2450,"护领巨虻",0,"",0,0,1,0,0
2451,"首领粘液怪",0,"",0,0,1,0,0
2452,"护领粘液怪",0,"",0,0,1,0,0
2453,"首领小口花",0,"",0,0,1,0,0
2454,"护领血蚤",0,"",0,0,1,0,0
2455,"护领大口花",0,"",0,0,1,0,0
2456,"护领陆鱼",0,"",0,0,1,0,0
2457,"护领乌菊石",0,"",0,0,1,0,0
2458,"护领小红花",0,"",0,0,1,0,0
2459,"护领狐猴",0,"",0,0,1,0,0
2460,"护领陷阱草",0,"",0,0,1,0,0
2461,"首领沙虫",0,"",0,0,1,0,0
2462,"护领灵蚁警卫",0,"",0,0,1,0,0
2463,"护领灵蚁公主",0,"",0,0,1,0,0
2464,"护领黑羊",0,"",0,0,1,0,0
2465,"护领中音巨鳄",0,"",0,0,1,0,0
2466,"首领雷蛟",0,"",0,0,1,0,0
2467,"护领蛞蝓",0,"",0,0,1,0,0
2468,"护领蝾螈",0,"",0,0,1,0,0
2469,"护领巨蟾蜍",0,"",0,0,1,0,0
2470,"首领石像鬼",0,"",0,0,1,0,0
2471,"护领冥鬼之眼",0,"",0,0,1,0,0
2472,"首领精金龟",0,"",0,0,1,0,0
2473,"首领眼镜蛇",0,"",0,0,1,0,0
2474,"首领巨像",0,"",0,0,1,0,0
2475,"首领石蜥蜴",0,"",0,0,1,0,0
2476,"首领哈帕利特",0,"",0,0,1,0,0
2477,"护领妖灵",0,"",0,0,1,0,0
2478,"护领蜻蜓飞蜥",0,"",0,0,1,0,0
2479,"护领雷蛟",0,"",0,0,1,0,0
2480,"护领龙鸟",0,"",0,0,1,0,0
2481,"首领黄毛球",0,"",0,0,1,0,0
2482,"护领白毛球",0,"",0,0,1,0,0
2483,"护领蔓德拉",0,"",0,0,1,0,0
2484,"护领海月水母",0,"",0,0,1,0,0
2485,"护领巨型陆蟹",0,"",0,0,1,0,0
2486,"首领树妖",0,"",0,0,1,0,0
2487,"护领",0,"",0,0,1,0,0
2488,"护领仙人掌",0,"",0,0,1,0,0
2489,"护领仙人刺",0,"",0,0,1,0,0
2490,"护领双足飞龙",0,"",0,0,1,0,0
2491,"护领巨龙",0,"",0,0,1,0,0
2492,"护领浮游之眼",0,"",0,0,1,0,0
2493,"护领独眼巨人",0,"",0,0,1,0,0
2494,"首领巨龟",0,"",0,0,1,0,0
2495,"护领小恶魔",0,"",0,0,1,0,0
2496,"护领死亡凝视",0,"",0,0,1,0,0
2497,"护领石像鬼",0,"",0,0,1,0,0
2498,"首领长须豹",0,"",0,0,1,0,0
2499,"护领沙虫",0,"",0,0,1,0,0
2500,"首领魔界花",0,"",0,0,1,0,0
2501,"护领魔界花",0,"",0,0,1,0,0
2502,"护领幼苗",0,"",0,0,1,0,0
2503,"首领奇美拉",0,"",0,0,1,0,0
2504,"护领石像魔",0,"",0,0,1,0,0
2505,"利维亚桑",0,"",0,0,1,0,0
2506,"乌·娜帕",0,"",0,0,1,0,0
2507,"陆行鸟维斯",0,"",0,0,1,0,0
2508,"暴怒的叹息之妖精",0,"",0,0,1,0,0
2509,"暴怒的咆哮之妖精",0,"",0,0,1,0,0
2510,"亚拉戈电塔",0,"",0,0,1,0,0
2511,"青铜龟",0,"",0,0,1,0,0
2512,"火犀角 姆纳布·春",0,"",0,0,1,0,0
2513,"被魅惑的海兵",0,"",0,0,1,0,0
2514,"スプリガン・エッガー",0,"",0,0,1,0,0
2515,"目",0,"",0,0,1,0,0
2516,"第59团巡逻员 凯伽",0,"",0,0,1,0,0
2517,"小丑魔蛋精",0,"",0,0,1,0,0
2518,"精英巡逻员",0,"",0,0,1,0,0
2519,"精英采石员",0,"",0,0,1,0,0
2520,"精英祭司",0,"",0,0,1,0,0
2521,"精英受施者",0,"",0,0,1,0,0
2522,"武伽玛罗巨像",0,"",0,0,1,0,0
2523,"滩棘鱼人",0,"",0,0,1,0,0
2524,"滩爪鱼人",0,"",0,0,1,0,0
2525,"滩鳞鱼人",0,"",0,0,1,0,0
2526,"滩齿鱼人",0,"",0,0,1,0,0
2527,"萨普沙水龙蜥",0,"",0,0,1,0,0
2528,"爆弹培育炉",0,"",0,0,1,0,0
2529,"新式爆弹培育炉",0,"",0,0,1,0,0
2530,"尤弥尔弩炮",0,"",0,0,1,0,0
2531,"新鲜尤弥尔弩炮",0,"",0,0,1,0,0
2532,"强化尤弥尔弩炮",0,"",0,0,1,0,0
2533,"月影陆鱼",0,"",0,0,1,0,0
2534,"浪鳞鱼人",0,"",0,0,1,0,0
2535,"海蛇射手",0,"",0,0,1,0,0
2536,"海蛇破碎兵",0,"",0,0,1,0,0
2537,"浪棘鱼人",0,"",0,0,1,0,0
2538,"碎浪水龙蜥",0,"",0,0,1,0,0
2539,"海蛇强攻兵",0,"",0,0,1,0,0
2540,"浪爪鱼人",0,"",0,0,1,0,0
2541,"浪齿鱼人",0,"",0,0,1,0,0
2542,"海盗船甲板员",0,"",0,0,1,0,0
2543,"海盗船海魔兵",0,"",0,0,1,0,0
2544,"两栖水龙蜥",0,"",0,0,1,0,0
2545,"アンデッドグゥーブー（仮）",0,"",0,0,1,0,0
2546,"アンデッドグゥーブーの腹（仮）",0,"",0,0,1,0,0
2547,"6号哥布林坦克",0,"",0,0,1,0,0
2548,"青蓝之手指挥官",0,"",0,0,1,0,0
2549,"3号哥布林装甲",0,"",0,0,1,0,0
2550,"利维亚桑",0,"",0,0,1,0,0
2551,"利维亚桑的尾巴",0,"",0,0,1,0,0
2552,"波齿鱼人",0,"",0,0,1,0,0
2553,"波棘鱼人",0,"",0,0,1,0,0
2554,"游涡泡沫",0,"",0,0,1,0,0
2555,"巨浪泡沫",0,"",0,0,1,0,0
2556,"腐坏贪吃鬼",0,"",0,0,1,0,0
2557,"贪婪大口",0,"",0,0,1,0,0
2558,"古菩魔饵",0,"",0,0,1,0,0
2559,"贪吃鬼黏痰",0,"",0,0,1,0,0
2560,"阿里奥克",0,"",0,0,1,0,0
2561,"驯养瓦魔蛾",0,"",0,0,1,0,0
2562,"驯养瓦魔蛾幼虫",0,"",0,0,1,0,0
2563,"肥胖瓦魔蛾",0,"",0,0,1,0,0
2564,"迪亚波罗斯",0,"",0,0,1,0,0
2565,"异界的钥匙",0,"",0,0,1,0,0
2566,"拟态怪",0,"",0,0,1,0,0
2567,"重力球",0,"",0,0,1,0,0
2568,"异界的门扉",0,"",0,0,1,0,0
2569,"黏菌树",0,"",0,0,1,0,0
2570,"不净的黏菌块",0,"",0,0,1,0,0
2571,"白魔法石塔",0,"",0,0,1,0,0
2572,"格雷姆林",0,"",0,0,1,0,0
2573,"巴尔泽芬",0,"",0,0,1,0,0
2574,"百目妖",0,"",0,0,1,0,0
2575,"遗迹浮渣",0,"",0,0,1,0,0
2576,"恶魔魔饵",0,"",0,0,1,0,0
2577,"疯蛛蝎",0,"",0,0,1,0,0
2578,"虻蜻蜓",0,"",0,0,1,0,0
2579,"瓦魔蛾",0,"",0,0,1,0,0
2580,"瓦魔蛾幼虫",0,"",0,0,1,0,0
2581,"异特牛头魔",0,"",0,0,1,0,0
2582,"懦弱小恶魔",0,"",0,0,1,0,0
2583,"肮脏之眼",0,"",0,0,1,0,0
2584,"日影地蝙蝠",0,"",0,0,1,0,0
2585,"修炼所黑狼",0,"",0,0,1,0,0
2586,"修炼所石蜥蜴",0,"",0,0,1,0,0
2587,"斗技场狐猴",0,"",0,0,1,0,0
2588,"战斗兀鹫",0,"",0,0,1,0,0
2589,"支援型人偶022号",0,"",0,0,1,0,0
2590,"赞美型人偶022号",0,"",0,0,1,0,0
2591,"诘问型人偶022号",0,"",0,0,1,0,0
2592,"修炼所长须豹",0,"",0,0,1,0,0
2593,"黄金熊",0,"",0,0,1,0,0
2594,"熟练的追击斗士",0,"",0,0,1,0,0
2595,"熟练的兽斗士",0,"",0,0,1,0,0
2596,"熟练的绳斗士",0,"",0,0,1,0,0
2597,"皮拉刻蒙",0,"",0,0,1,0,0
2598,"卡托布莱帕斯",0,"",0,0,1,0,0
2599,"不净的魔眼",0,"",0,0,1,0,0
2600,"日影地血蚤",0,"",0,0,1,0,0
2601,"撕裂盲头蟹",0,"",0,0,1,0,0
2602,"退位主教 穆穆埃珀",0,"",0,0,1,0,0
2603,"那罗希摩",0,"",0,0,1,0,0
2604,"美貌剑 弗朗茨",0,"",0,0,1,0,0
