Index,0 [STRING] [0x0],1 [STRING] [0x4],2 [USHORT] [0x8],3 [UBYTE] [0xC],4 [UBYTE] [0xD],5 [UBYTE] [0xE],6 [UBYTE] [0xF],7 [BBOOL] [0x14],8 [BBOOL] [0x14],9 [BBOOL] [0x14],10 [BBOOL] [0x14],11 [BBOOL] [0x14],12 [BBOOL] [0x14],13 [BBOOL] [0x14],14 [BBOOL] [0x14],15 [UBYTE] [0x10],16 [UBYTE] [0x11],17 [BBOOL] [0x15],18 [USHORT] [0xA],19 [BBOOL] [0x15],20 [BBOOL] [0x15],21 [UBYTE] [0x12],22 [UBYTE] [0x13]
757,"审美眼","甄别道具时的稀有度上升率提高",11009,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
758,"极度警戒","甄别道具时的负荷增长率降低",11010,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
759,"深呼吸","甄别道具时随机在3次甄别中令其中1次甄别不增加负荷",18381,3,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
760,"聚精会神","甄别道具时不减少采集次数",11011,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
761,"钓组","可以钓上原本的钓饵与拟饵钓不上的鱼或道具",11102,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
762,"鱼眼","可以钓上一般状态下不会咬钩的隐藏鱼",11103,0,1,0,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
763,"撒饵","鱼的上钩时间缩短",11104,0,1,0,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
764,"提钩成功率降低","提钩的成功率有所降低",11105,0,2,0,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
765,"捉放","更容易钓上大尺寸的鱼",11106,0,1,0,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
766,"人形态","身体呈人类的外形",15669,0,1,16,0,false,false,false,false,true,false,true,true,0,2,false,0,false,false,0,9
767,"手形态","身体呈手掌的外形",15670,0,1,16,0,false,false,false,false,true,false,true,true,0,2,false,0,false,false,0,9
768,"龙卷形态","身体呈龙卷风的外形",15671,0,1,16,0,false,false,false,false,true,false,true,true,0,2,false,0,false,false,0,9
769,"火焰锁","被火焰锁束缚住，体力逐渐减少",15666,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
770,"拘束","无法做出任何行动",15545,0,2,17,0,false,false,true,true,false,false,true,false,100,0,false,0,false,false,0,0
771,"新人加成","初次执行当前任务，在讨伐敌人时获得的经验值和金币会有所增加，并且会为小队队友带来超越之力",16220,0,1,16,0,false,false,false,false,false,false,true,true,100,0,true,0,false,false,0,0
772,"新人超越之力","小队中存在初次执行当前任务的队员时获得的效果，能够提升最大体力，同时攻击造成的伤害及治疗魔法的治疗量也会增加",16221,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
773,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
774,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
775,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
776,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
777,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
778,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
779,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
780,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
781,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
782,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
783,"击倒","被击倒在地，无法移动或发动技能",15044,0,2,3,0,true,false,true,false,false,false,false,false,100,4,false,0,false,false,0,0
784,"妖异之血","被妖异之血所浸湿，受到攻击的伤害增加",15675,0,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
785,"尼姆瘟疫","感染了尼姆瘟疫，不尽快治疗的话就会冬贝利化",18281,4,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
786,"战斗连祷","暴击发动率提高",12578,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
787,"重影","忍者所造成的一部分仇恨转移给自身",12907,0,1,16,0,false,false,false,false,false,false,false,false,100,0,true,0,false,false,0,0
788,"影渡","将自身所造成的一部分仇恨转移给目标",12908,0,1,16,0,false,false,false,false,false,false,false,false,100,0,true,0,false,false,0,17
789,"烟雾弹","抑制仇恨上升",12909,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
790,"双击","自身发动的下一次战技会变为多次攻击",12910,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
791,"转化","发动治疗魔法的治疗量提高",12805,0,1,16,0,false,false,false,false,false,false,false,false,50,0,true,0,false,false,0,0
792,"应急战术","下次咏唱附有鼓舞效果的治疗魔法时，将其中的鼓舞效果转化为治疗效果",12806,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
793,"斗气","体内积蓄着斗气",18301,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
794,"斗气II","体内积蓄着斗气",18302,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
795,"斗气III","体内积蓄着斗气",18303,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
796,"斗气IV","体内积蓄着斗气",18304,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
797,"斗气V","体内积蓄着斗气",18305,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
798,"暴风","风属性持续伤害，体力逐渐流失",12630,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
799,"异想的流光","自动攻击间隔缩短，同时战技与魔法的咏唱及复唱时间也会缩短",12807,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
800,"拘束","无法做出任何行动",15545,0,2,17,0,false,false,true,true,false,false,true,false,100,4,false,0,false,false,3,0
801,"中毒","毒素会导致体力逐渐减少",17001,8,2,1,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
802,"龙牙龙爪效果提高","可以发动龙牙龙爪",12579,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
803,"龙尾大车轮效果提高","可以发动龙尾大车轮",12580,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
804,"受伤减轻","受到攻击的伤害减少",17301,8,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
805,"收藏品采集","可以辨别出采集目标中值得收藏的部分",11008,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
806,"受伤加重","受到攻击的伤害增加",17101,16,2,17,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
807,"龙神同调","令自身的以太和龙神巴哈姆特同调",18341,3,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
808,"龙神附体","得到了龙神巴哈姆特之力，魔法所造成的伤害提高",12680,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
809,"粘液","粘液が付着し、動きが鈍くなった状態。ＨＰが徐々に失われる。",15609,0,2,17,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
810,"行尸走肉","受到致命伤害时体力减为1，并附加死而不僵状态<br>但是对部分攻击无效",13115,0,1,16,0,false,false,false,false,false,false,false,false,70,0,false,0,false,false,0,0
811,"死而不僵","除特定攻击之外其他所有对自身发动的攻击均无法令体力减少到1以下，在效果结束前没有得到足够的治疗便会陷入无法战斗状态",13116,0,2,17,0,false,false,false,false,false,false,false,false,70,0,false,0,false,false,0,0
812,"魔法受伤减轻","受到魔法攻击的伤害减少",15056,0,1,16,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
813,"暗中起舞","招架发动率和回避率提高",13111,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
814,"释放效果提高","下次咏唱释放时不会消耗魔力",13117,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
815,"福星效果提高","下次咏唱福星不需要咏唱时间",13228,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
816,"神圣路效果提高（效果量增加）","下次发动的卡片效果量增加",13210,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
817,"神圣路效果提高（效果范围化）","下次发动的卡片效果范围化",13211,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
818,"神圣路效果提高（效果时间增加）","下次发动的卡片效果时间增加",13212,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
819,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
820,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
821,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
822,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
823,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
824,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
825,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
826,"抽卡","抽出一张卡片",13201,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
827,"神圣路","令下次发动的卡片效果有所变化",13202,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
828,"暂留","暂时保留卡片",13203,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
829,"太阳神之衡","攻击所造成的伤害提高",13204,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
830,"世界树之干","受到攻击的伤害减少",13205,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
831,"放浪神之箭","自动攻击间隔缩短，同时战技与魔法的咏唱及复唱时间也会缩短",13206,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
832,"战争神之枪","技能的复唱时间缩短",13207,0,1,16,0,false,false,false,false,false,false,false,false,1,5,false,0,false,false,0,18
833,"河流神之瓶","魔力持续恢复",13208,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
834,"建筑神之塔","技力持续恢复",13209,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
835,"吉星相位","体力会随时间逐渐恢复",13215,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
836,"阳星相位","体力会随时间逐渐恢复",13216,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
837,"黑夜领域","抵消一定伤害",13217,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,12
838,"烧灼","体力逐渐减少",13213,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
839,"白昼学派","自身攻击速度上升，一部分治疗技能会附加持续恢复体力效果，同时抑制仇恨上升",13218,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
840,"黑夜学派","自身发动治疗魔法的治疗量提高，一部分治疗技能会附加能够抵消一定伤害的防护罩，同时抑制仇恨上升",13219,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
841,"光速","魔法的咏唱时间缩短，消耗魔力也有所减少，不过攻击魔法造成的伤害也会随之降低",13220,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
842,"光流以太","魔力持续恢复的同时抑制仇恨上升",13221,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
843,"炽灼","体力逐渐减少",13214,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
844,"封技","攻击所造成的伤害降低",13222,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
845,"星位合图","以其它队员为目标咏唱单体治疗魔法时，对特定队员发动额外的体力恢复效果",13223,0,1,16,0,false,false,false,false,false,false,false,false,100,0,true,0,false,false,0,0
846,"星位合图","附加此效果的占星术士以其它队员为目标咏唱单体治疗魔法时，对自身发动额外的体力恢复效果",13224,0,1,16,0,false,false,false,false,false,false,false,false,100,0,true,0,false,false,0,0
847,"命运之轮","产生能够令范围内队员恢复体力的区域",13225,0,1,16,0,false,false,false,false,false,false,false,false,0,4,true,0,false,false,0,0
848,"命运之轮","产生减轻伤害的防护区域",13227,0,1,16,0,false,false,false,false,false,false,false,false,0,4,true,0,false,false,0,0
849,"命运之轮","减轻所受到的伤害",13226,0,1,16,0,false,false,false,false,false,false,false,true,0,0,false,0,false,false,0,0
850,"采集优质获得率提升","钓鱼时钓上优质鱼的几率增加",16004,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
851,"整备","下次发动的战技必定打出暴击",13001,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
852,"升变","切换了浮空炮塔的作战模式",13002,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
853,"速射","战技的复唱时间缩短",13003,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
854,"铅弹","体力逐渐减少",13007,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
855,"热弹","物理攻击所造成的伤害提高",13005,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
856,"独头弹效果提高","下次发动独头弹的威力提高",13004,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
857,"狙击弹效果提高","下次发动狙击弹的威力提高",13006,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
858,"高斯枪管","攻击造成的伤害提高的同时，对机工士的战技附加额外的咏唱时间",13010,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,21
859,"昏头胀脑","魔法攻击所造成的伤害降低",13008,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
860,"武装解除","物理攻击所造成的伤害降低",13009,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
861,"野火","效果时间中积攒自身所造成的部分伤害",13011,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
862,"特殊弹","武器中装填了特殊弹",18401,5,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
863,"原初大地","减轻所受到的伤害",16401,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
864,"暗黑之力","减轻所受到的伤害",16401,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
865,"放浪神的小步舞曲","攻击造成的伤害提高的同时，对弓箭手和吟游诗人的战技附加额外的咏唱时间",12610,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,21
866,"光阴神的礼赞凯歌","下次异常状态效果无效",12611,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
867,"激情咏唱","下次咏唱的崩溃、火炎、闪雷、震雷以及暴雷必定触发追加效果",12655,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
868,"天语","魔法攻击所造成的伤害提高",12656,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
869,"厌世","攻击所造成的伤害降低",14818,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
870,"反推","受到物理攻击时给予对方反击伤害，并且在受到击退效果时，令击退无效的同时击退并击倒对方",14817,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
871,"风之美名","风之印记效果提高",11501,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
872,"火之美名","火之印记效果提高",11554,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
873,"冰之美名","冰之印记效果提高",11601,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
874,"土之美名","土之印记效果提高",11703,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
875,"雷之美名","雷之印记效果提高",11752,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
876,"水之美名","水之印记效果提高",11802,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
877,"不可言名","无法附加新的美名系状态",16117,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
878,"坚实的心得","坚实制作不消耗制作力和耐久",11653,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
879,"工匠之魂","“高品质”状态的出现几率提高",16118,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
880,"工作小调","根据档数的不同会附带各种各样的制作效果",18361,11,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
881,"纳尔札尔护符（库尔札斯西部高地）","在60级矿脉与岩场进行采集时可以发现隐秘采集地点。<br>适用区域：库尔札斯西部高地",11013,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
882,"纳尔札尔护符（龙堡参天高地）","在60级矿脉与岩场进行采集时可以发现隐秘采集地点。<br>适用区域：龙堡参天高地",11013,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
883,"纳尔札尔护符（龙堡内陆低地）","在60级矿脉与岩场进行采集时可以发现隐秘采集地点。<br>适用区域：龙堡内陆低地",11013,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
884,"纳尔札尔护符（翻云雾海）","在60级矿脉与岩场进行采集时可以发现隐秘采集地点。<br>适用区域：翻云雾海",11013,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
885,"纳尔札尔护符（阿巴拉提亚云海）","在60级矿脉与岩场进行采集时可以发现隐秘采集地点。<br>适用区域：阿巴拉提亚云海",11013,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
886,"纳尔札尔护符（魔大陆阿济兹拉）","在60级矿脉与岩场进行采集时可以发现隐秘采集地点。<br>适用区域：魔大陆阿济兹拉",11013,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
887,"诺菲卡护符（库尔札斯西部高地）","在60级良材与草场进行采集时可以发现隐秘采集地点。<br>适用区域：库尔札斯西部高地",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
888,"诺菲卡护符（龙堡参天高地）","在60级良材与草场进行采集时可以发现隐秘采集地点。<br>适用区域：龙堡参天高地",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
889,"诺菲卡护符（龙堡内陆低地）","在60级良材与草场进行采集时可以发现隐秘采集地点。<br>适用区域：龙堡内陆低地",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
890,"诺菲卡护符（翻云雾海）","在60级良材与草场进行采集时可以发现隐秘采集地点。<br>适用区域：翻云雾海",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
891,"诺菲卡护符（阿巴拉提亚云海）","在60级良材与草场进行采集时可以发现隐秘采集地点。<br>适用区域：阿巴拉提亚云海",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
892,"诺菲卡护符（魔大陆阿济兹拉）","在60级良材与草场进行采集时可以发现隐秘采集地点。<br>适用区域：魔大陆阿济兹拉",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
893,"受伤加重","受到攻击的伤害增加",17101,5,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
894,"风属性耐性低下","对抗风属性的耐性有所降低",18201,4,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
895,"无敌","一切攻击都无法造成伤害",15024,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
896,"最后一搏","采集收藏品时提高其收藏价值的最大值",11012,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
897,"○削除予定","連続してＨＰが回復している状態。",12626,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
898,"雷属性耐性低下","对抗雷属性攻击的耐性有所降低",17741,2,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
899,"物理受伤减轻","受到物理攻击的伤害减少",15052,0,1,16,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
900,"时间停止","周围的时间不再流动",15579,0,2,17,0,true,false,true,false,false,false,false,false,200,0,false,0,false,false,0,0
901,"拘束","无法做出任何行动",15545,0,2,17,0,false,false,true,true,false,false,false,false,100,0,false,0,false,false,0,0
902,"部队特效：金碟币提高","获得金碟币数量更多",16519,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
903,"收藏品制作","可以通过制作将特定道具制作为收藏品",16116,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
904,"猎物","作为猎物被盯上了，靠近其他队员时可以将目标转移过去",15026,0,2,17,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
905,"凝冻","身体被冻住，达到4档时会陷入冻结状态",17661,4,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
906,"暗黑之力","引爆体内负面的感情，获得了暗黑之力<br>攻击所造成的伤害提高，受到攻击的伤害减少",17061,5,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
907,"奥秘的祝福","受到了奥秘的祝福，治疗量提升",17061,8,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
908,"龙神同调","浸润在龙神巴哈姆特的以太之中，心像变得鲜明<br>积攒到6档之后会附加龙神附体状态",17061,6,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
909,"魔力持续恢复","魔力会随时间逐渐恢复",10408,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
910,"死亡宣告","倒计时为0时会陷入无法战斗状态",15503,0,2,9,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
911,"冰床","站在结冰的地面上，一旦移动便会滑开",15615,0,2,17,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
912,"受伤减轻","受到攻击的伤害减少",15021,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
913,"太阳神之衡（抽卡）","抽取了奥秘卡“太阳神之衡”",13229,0,1,19,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
914,"世界树之干（抽卡）","抽取了奥秘卡“世界树之干”",13230,0,1,20,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
915,"放浪神之箭（抽卡）","抽取了奥秘卡“放浪神之箭”",13231,0,1,21,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
916,"战争神之枪（抽卡）","抽取了奥秘卡“战争神之枪”",13232,0,1,22,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
917,"河流神之瓶（抽卡）","抽取了奥秘卡“河流神之瓶”",13233,0,1,23,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
918,"建筑神之塔（抽卡）","抽取了奥秘卡“建筑神之塔”",13234,0,1,24,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
919,"识破","能够攻击潜伏状态的敌人",15676,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
920,"太阳神之衡（暂留）","保留了奥秘卡“太阳神之衡”",13235,0,1,19,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
921,"世界树之干（暂留）","保留了奥秘卡“世界树之干”",13236,0,1,20,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
922,"放浪神之箭（暂留）","保留了奥秘卡“放浪神之箭”",13237,0,1,21,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
923,"战争神之枪（暂留）","保留了奥秘卡“战争神之枪”",13238,0,1,22,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
924,"河流神之瓶（暂留）","保留了奥秘卡“河流神之瓶”",13239,0,1,23,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
925,"建筑神之塔（暂留）","保留了奥秘卡“建筑神之塔”",13240,0,1,24,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
926,"睡眠","陷入沉睡，无法做出任何行动",15013,0,2,2,123,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
927,"花蜜","身上被涂满了花蜜",15583,0,2,17,0,false,false,false,false,false,false,false,false,200,1,false,0,false,false,0,0
928,"黑色威胁","雷兽陷入狂暴状态",15503,0,1,0,0,false,false,false,false,false,false,false,true,0,0,false,0,false,false,0,0
929,"受伤减轻","受到攻击的伤害减少",15021,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
930,"拘束","无法做出任何行动",15545,0,2,17,0,false,false,true,true,false,false,true,true,100,0,false,0,false,false,0,0
931,"打击耐性降低","对抗打击攻击的耐性有所降低",17701,8,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
932,"隔离","与同伴隔离",15677,0,2,0,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
933,"魔法治疗力降低","魔法治疗力减弱",15059,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
934,"物理受伤加重","受到物理攻击的伤害增加",15053,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
935,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
936,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
937,"寄生","被敌人操纵，会不断攻击其他玩家<br>被攻击的玩家也会陷入寄生状态",15680,0,2,17,132,false,false,false,true,false,true,false,false,100,1,false,0,false,false,0,0
938,"窒息","效果时间结束时会因窒息而陷入无法战斗状态",15665,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
939,"无法发动技能","无法发出任何技能",15045,0,2,3,0,false,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
940,"出血","无属性持续伤害，体力逐渐流失",17121,8,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
941,"远程物理攻击无效化","远程物理攻击无法造成伤害",15681,0,1,16,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
942,"魔法攻击无效化","魔法攻击无法造成伤害",15682,0,1,16,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
943,"圣剑的加护","受到圣剑阿斯卡隆中龙眼的加护",18241,8,1,16,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
944,"苍天之剑","攻击所造成的伤害提高<br>并且对周围的友军同样有效",15668,0,1,16,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
945,"苍天之盾","受到伤害降低<br>并且对周围的友军同样有效",15667,0,1,16,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
946,"蜘蛛形态","身体呈蜘蛛的外形",15679,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
